Order	Subject	Home	Guanhua	Guanhua.num	Geo	Geo.num	Sex	Sex.num	Age	Num_Chinese	Num_ProfLangs	Num_Langs	English	Canto	stim_order	stim_PY	stim_Pho	stim_SyStruct	stim_PYLen	stim_SegLen	stim_Freq	stim_HD	stim_PND	stim_NF	stim_C	resp_order	Response	resp_Key
1	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	0	guo4	kuo4
2	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	1	guan1	kuan1
3	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	2	guan3	kuan3
4	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	3	guo1	kuo1
5	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	4	guo3	kuo3
6	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	5	guo4	kuo4
7	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	6	cuo4	cuo4
8	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	7	gun3	kun3
9	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t1	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	8	zuo4	zuo4
10	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	0	du2	tu2
11	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	1	du3	tu3
12	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	2	du4	tu4
13	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	3	zu2	zu2
14	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	4	cu4	cu4
15	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	5	gu4	ku4
16	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	6	shu4	Su4
17	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	7	chu4	Cu4
18	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	8	mu4	mu4
19	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	9	nu4	nu4
20	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	10	pu3	Pu3
21	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	11	bu4	pu4
22	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	12	chun3	Cun3
23	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	0	an3	an3
24	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	1	ang1	aN1
25	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	2	an4	an4
26	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	3	wan3	uan3
27	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	4	wang2	uaN2
28	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	5	yang3	iaN3
29	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	6	wang4	uaN4
30	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	7	can1	can1
31	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	8	ban1	pan1
32	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	9	dan1	tan1
33	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	10	fang1	faN1
34	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	11	gan1	kan1
35	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	12	han4	xan4
36	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	13	kan4	Kan4
37	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	14	lan2	lan2
38	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	15	man4	man4
39	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	16	nan2	nan2
40	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t3	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	17	ran2	ran2
41	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	0	ye1	iE1
42	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	1	bie1	piE1
43	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	2	yang1	iaN1
44	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	3	yue2	yE2
45	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	4	yan4	iEn4
46	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	5	yang1	iaN1
47	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	6	ce4	c@4
48	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	7	de1	t@1
49	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	8	yuan3	yEn3
50	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	9	yang4	iaN4
51	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	10	yuan2	yEn2
52	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
53	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	cai4	caI4
54	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	dai4	taI4
55	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	wai1	uaI1
56	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	wai4	uaI4
57	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	gai1	kaI1
58	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	6	kai1	KaI1
59	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	7	lai2	laI2
60	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	8	mai3	maI3
61	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	9	nai4	naI4
62	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	10	pai2	PaI2
63	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	11	tai4	TaI4
64	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	12	wei1	ueI1
65	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	0	ceng1	c@N1
66	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	1	cheng2	C@N2
67	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	2	deng3	t@N3
68	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	3	wen4	u@n4
69	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	4	chuan3	Cuan3
70	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	5	cai4	caI4
71	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	6	cun1	cun1
72	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	7	ceng2	c@N2
73	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	8	geng4	k@N4
74	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	9	fen1	f@n1
75	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	10	hen3	x@n3
76	2	Guangdong	No	0	South	0	F	1	25	3	3	4	8	10	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	11	meng3	m@N3
77	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
78	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	huai4	xuaI4
79	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	cai4	caI4
80	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	bai4	paI4
81	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	kai4	KaI4
82	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	gai4	kaI4
83	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	6	lai4	laI4
84	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	7	mai4	maI4
85	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	8	mai3	maI3
86	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	9	mai1	maI1
87	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	10	nai4	naI4
88	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	11	bai3	paI3
89	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	12	faI3	faI3
90	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	13	gai1	kaI1
91	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t1	wai5	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	14	hai1	xaI1
92	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	0	du2	tu2
93	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	1	bu1	pu1
94	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	2	bu4	pu4
95	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	3	cu4	cu4
96	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	4	cu1	cu1
97	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	5	du4	tu4
98	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	6	du3	tu3
99	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	7	fu3	fu3
100	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	8	fu1	fu1
101	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	9	fu2	fu2
102	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	10	fu4	fu4
103	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	11	gu3	ku3
104	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	12	gu1	ku1
105	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	13	gu4	ku4
106	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	14	hu3	xu3
107	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	15	hu4	xu4
108	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	16	ku3	Ku3
109	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	17	ku4	Ku4
110	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	18	ku1	Ku1
111	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	19	lu3	lu3
112	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	20	ru3	ru3
113	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	21	mu3	mu3
114	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t2	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	22	nu4	nu4
115	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	0	guo4	kuo4
116	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	1	cuo4	cuo4
117	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	2	ruo4	ruo4
118	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	3	huo4	xuo4
119	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	4	cuo3	cuo3
120	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	5	duo4	tuo4
121	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	6	kuo4	Kuo4
122	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	7	luo4	luo4
123	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	8	nuo4	nuo4
124	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	9	suo4	suo4
125	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	10	suo1	suo1
126	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	11	tuo4	Tuo4
127	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	12	po4	Puo4
128	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	13	kuo4	Kuo4
129	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t3	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	14	guo4	kuo4
130	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	0	ye1	iE1
131	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	1	ye3	iE3
132	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	2	ye2	iE2
133	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	3	ye4	iE4
134	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	4	qie4	QiE4
135	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	5	xie4	XiE4
136	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	6	xue3	XyE3
137	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	7	yue4	yE4
138	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	8	jue4	JyE4
139	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	9	lve4	lyE4
140	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	10	xue4	XyE4
141	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	11	xie3	XiE3
142	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	12	xue4	XyE4
143	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	0	an3	an3
144	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	1	an1	an1
145	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	2	an4	an4
146	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	3	can4	can4
147	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	4	ban4	pan4
148	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	5	dan4	tan4
149	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	6	dan1	tan1
150	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	7	dan3	tan3
151	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	8	fan4	fan4
152	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	9	fan1	fan1
153	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	10	fan3	fan3
154	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	11	gan4	kan4
155	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	12	gan1	kan1
156	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	13	gan3	kan3
157	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	14	han4	xan4
158	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	15	han3	xan3
159	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	16	han1	xan1
160	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	17	han2	xan2
161	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	18	kan4	Kan4
162	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	19	kan1	Kan1
163	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	20	kan3	Kan3
164	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	21	lan4	lan4
165	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	22	lan2	lan2
166	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	23	lan3	lan3
167	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	24	man3	man3
168	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	25	man4	man4
169	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	26	man1	man1
170	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	27	man2	man2
171	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	28	nan4	nan4
172	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	29	nan1	nan1
173	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	30	nan2	nan2
174	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	31	yan4	iEn4
175	3	Jiangxi	No	0	South	0	F	1	19	2	1	3	8	5	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	0	ceng1	c@N1
