Order	Subject	Home	Guanhua	Guanhua.num	Geo	Geo.num	Sex	Sex.num	Age	Num_Chinese	Num_ProfLangs	Num_Langs	English	Canto	stim_order	stim_PY	stim_Pho	stim_SyStruct	stim_PYLen	stim_SegLen	stim_Freq	stim_HD	stim_PND	stim_NF	stim_C	resp_order	Response	resp_Key
3151	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	12	zeng4	z@N4
3152	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	13	zen1	z@n1
3153	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	14	zen2	z@n2
3154	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	15	zen3	z@n3
3155	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	16	zen4	z@n4
3156	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	17	cen4	c@n4
3157	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	18	cen3	c@n3
3158	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	19	cen2	c@n2
3159	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	20	zheng1	Z@N1
3160	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	21	zheng2	Z@N2
3161	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t1	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	22	zheng3	Z@N3
3162	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	0	an3	an3
3163	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	1	an1	an1
3164	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	2	an4	an4
3165	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	3	an2	an2
3166	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	4	en1	@n1
3167	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	5	en2	@n2
3168	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	6	en3	@n3
3169	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	7	en4	@n4
3170	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	8	yin1	in1
3171	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	9	yin2	in2
3172	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	10	yin3	in3
3173	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	11	yin4	in4
3174	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	12	ang1	aN1
3175	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	13	ang2	aN2
3176	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	14	ang3	aN3
3177	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	15	ang4	aN4
3178	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	16	oN1	oN1
3179	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	17	oN2	oN2
3180	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	18	oN3	oN3
3181	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	19	oN4	oN4
3182	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	20	en1	@n1
3183	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	21	en2	@n2
3184	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	22	en3	@n3
3185	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	23	en4	@n4
3186	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	24	yin1	in1
3187	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	25	yin2	in2
3188	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	26	yin3	in3
3189	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	27	yin4	in4
3190	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
3191	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	wai1	uaI1
3192	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	wai2	uaI2
3193	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	wai3	uaI3
3194	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	wei1	ueI1
3195	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	wei2	ueI2
3196	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	6	wei3	ueI3
3197	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	7	wei4	ueI4
3198	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	8	wan1	uan1
3199	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	9	wan2	uan2
3200	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	10	wan3	uan3
3201	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	11	wan4	uan4
3202	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	12	wen1	u@n1
3203	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	13	wen2	u@n2
3204	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	14	wen3	u@n3
3205	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	15	wen4	u@n4
3206	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	16	ai4	aI4
3207	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	17	ai1	aI1
3208	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	18	ai3	aI3
3209	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	19	ai4	aI4
3210	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	20	zai1	zaI1
3211	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	21	zai2	zaI2
3212	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	22	zai3	zaI3
3213	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	23	zai4	zaI4
3214	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	24	cai1	caI1
3215	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	25	cai2	caI2
3216	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	0	guo4	kuo4
3217	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	1	guo1	kuo1
3218	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	2	guo2	kuo2
3219	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	3	guo3	kuo3
3220	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	4	gui1	kueI1
3221	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	5	gui2	kueI2
3222	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	6	gui3	kueI3
3223	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	7	gui4	kueI4
3224	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	8	kuo1	Kuo1
3225	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	9	kuo2	Kuo2
3226	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	10	kuo3	Kuo3
3227	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	11	kuo4	Kuo4
3228	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	12	huo1	xuo1
3229	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	13	huo2	xuo2
3230	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	14	huo3	xuo3
3231	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	15	huo4	xuo4
3232	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	16	kui1	KueI1
3233	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	17	hui1	xueI1
3234	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	18	hui2	xueI2
3235	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	19	hui3	xueI3
3236	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	20	hui4	xueI4
3237	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	21	wei1	ueI1
3238	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	22	wei2	ueI2
3239	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	23	wei3	ueI3
3240	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	24	wei4	ueI4
3241	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	25	wo4	uo4
3242	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	26	wo2	uo2
3243	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	27	wo1	uo1
3244	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t4	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	28	wo3	uo3
3245	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	0	ye1	iE1
3246	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	1	ye2	iE2
3247	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	2	ye3	iE3
3248	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	3	ye4	iE4
3249	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	4	yan1	iEn1
3250	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	5	yan2	iEn2
3251	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	6	yan3	iEn3
3252	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	7	yan4	iEn4
3253	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	8	yue1	yE1
3254	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	9	yue2	yE2
3255	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	10	yue3	yE3
3256	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	11	yue4	yE4
3257	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	12	jie1	JiE1
3258	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	13	jie2	JiE2
3259	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	14	jie3	JiE3
3260	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	15	jie4	JiE4
3261	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	16	ya1	ia1
3262	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	17	ya2	ia2
3263	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	18	ya3	ia3
3264	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	19	ya4	ia4
3265	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	20	yi1	i1
3266	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	21	yi2	i2
3267	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	22	yi3	i3
3268	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	23	yi4	i4
3269	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	24	yan1	iEn1
3270	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	25	yang1	iaN1
3271	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	26	yang2	iaN2
3272	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	27	yang3	iaN3
3273	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t5	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	28	yang4	iaN4
3274	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	0	du2	tu2
3275	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	1	du4	tu4
3276	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	2	du3	tu3
3277	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	3	tu4	Tu4
3278	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	4	tu3	Tu3
3279	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	5	tu1	Tu1
3280	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	6	tu2	Tu2
3281	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	7	ti1	Ti1
3282	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	8	ti2	Ti2
3283	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	9	ti3	Ti3
3284	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	10	ti4	Ti4
3285	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	11	di4	ti4
3286	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	12	di2	ti2
3287	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	13	di3	ti3
3288	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	14	di4	ti4
3289	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	15	tui1	TueI1
3290	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	16	tui2	TueI2
3291	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	17	tui3	TueI3
3292	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	18	tui4	TueI4
3293	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	19	tun1	Tun1
3294	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	20	tun2	Tun2
3295	27	Hunan	No	0	South	0	F	1	29	2	1	3	5	0	t6	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	21	dun1	tun1
3296	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	0	ye1	iE1
3297	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	1	die2	tiE2
3298	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	2	nie1	niE1
3299	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	3	ya3	ia3
3300	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	4	ya1	ia1
3301	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	5	ren2	r@n2
3302	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	6	men2	m@n2
3303	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	7	zhe4	Z@4
3304	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	8	she4	S@4
3305	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	9	ce4	c@4
3306	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	10	de1	t@1
3307	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t1	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	11	de2	t@2
3308	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	0	an3	an3
3309	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	1	en1	@n1
3310	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	2	man2	man2
3311	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	3	bang1	paN1
3312	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	4	ban4	pan4
3313	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	5	can1	can1
3314	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	6	dan1	tan1
3315	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	7	dan4	tan4
3316	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	8	pan4	Pan4
3317	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	9	zan4	zan4
3318	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	10	can4	can4
3319	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t2	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	11	shan4	San4
3320	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
3321	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	wei4	ueI4
3322	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	wan4	uan4
3323	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	wang4	uaN4
3324	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	bai4	paI4
3325	28	Shandong	Yes	1	North	1	M	0	26	1	1	2	7	0	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	bai1	paI1
